participant_id,subject_id,trajectory_id,trial_id,response,feedback,episode_start,split
sub_000010,sub_000010,traj_002963,54,1,0.65,0,heldout
sub_000010,sub_000010,traj_002963,55,1,0.81,0,heldout
sub_000010,sub_000010,traj_002963,56,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,57,1,0.8,0,heldout
sub_000010,sub_000010,traj_002963,58,1,0.74,0,heldout
sub_000010,sub_000010,traj_002963,59,1,0.72,0,heldout
sub_000010,sub_000010,traj_002963,60,1,0.75,0,heldout
sub_000010,sub_000010,traj_002963,61,1,0.78,0,heldout
sub_000010,sub_000010,traj_002963,62,1,0.74,0,heldout
sub_000010,sub_000010,traj_002963,63,1,0.67,0,heldout
sub_000010,sub_000010,traj_002963,64,1,0.64,0,heldout
sub_000010,sub_000010,traj_002963,65,1,0.69,0,heldout
sub_000010,sub_000010,traj_002963,66,1,0.67,0,heldout
sub_000010,sub_000010,traj_002963,67,1,0.64,0,heldout
sub_000010,sub_000010,traj_002963,68,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,69,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,70,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,71,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,72,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,73,2,0.34,0,heldout
sub_000010,sub_000010,traj_002963,74,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,75,1,0.63,0,heldout
sub_000010,sub_000010,traj_002963,76,1,0.61,0,heldout
sub_000010,sub_000010,traj_002963,77,1,0.68,0,heldout
sub_000010,sub_000010,traj_002963,78,1,0.65,0,heldout
sub_000010,sub_000010,traj_002963,79,1,0.62,0,heldout
sub_000010,sub_000010,traj_002963,80,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,81,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,82,1,0.65,0,heldout
sub_000010,sub_000010,traj_002963,83,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,84,1,0.65,0,heldout
sub_000010,sub_000010,traj_002963,85,1,0.63,0,heldout
sub_000010,sub_000010,traj_002963,86,1,0.65,0,heldout
sub_000010,sub_000010,traj_002963,87,1,0.67,0,heldout
sub_000010,sub_000010,traj_002963,88,1,0.69,0,heldout
sub_000010,sub_000010,traj_002963,89,1,0.59,0,heldout
sub_000010,sub_000010,traj_002963,90,1,0.72,0,heldout
sub_000010,sub_000010,traj_002963,91,1,0.62,0,heldout
sub_000010,sub_000010,traj_002963,92,1,0.59,0,heldout
sub_000010,sub_000010,traj_002963,93,1,0.66,0,heldout
sub_000010,sub_000010,traj_002963,94,1,0.62,0,heldout
sub_000010,sub_000010,traj_002963,95,2,0.46,0,heldout
sub_000010,sub_000010,traj_002963,96,2,0.48,0,heldout
sub_000010,sub_000010,traj_002963,97,1,0.64,0,heldout
sub_000010,sub_000010,traj_002963,98,1,0.71,0,heldout
sub_000010,sub_000010,traj_002963,99,1,0.7,0,heldout
sub_000010,sub_000010,traj_002963,100,1,0.73,0,heldout
sub_000010,sub_000010,traj_002963,101,1,0.76,0,heldout
sub_000010,sub_000010,traj_002963,102,1,0.79,0,heldout
sub_000010,sub_000010,traj_002963,103,1,0.72,0,heldout
sub_000010,sub_000010,traj_002963,104,1,0.76,0,heldout
sub_000010,sub_000010,traj_002963,105,1,0.8,0,heldout
sub_000010,sub_000010,traj_002963,106,1,0.81,0,heldout
sub_000010,sub_000010,traj_002963,107,1,0.8,0,heldout
sub_000010,sub_000010,traj_002963,108,1,0.75,0,heldout
sub_000010,sub_000010,traj_002963,109,1,0.74,0,heldout
sub_000010,sub_000010,traj_002963,110,1,0.69,0,heldout
sub_000010,sub_000010,traj_002963,111,1,0.67,0,heldout
sub_000010,sub_000010,traj_002963,112,1,0.68,0,heldout
sub_000010,sub_000010,traj_002963,113,1,0.57,0,heldout
sub_000010,sub_000010,traj_002963,114,1,0.58,0,heldout
sub_000010,sub_000010,traj_002963,115,1,0.66,0,heldout
sub_000010,sub_000010,traj_002963,116,2,0.49,0,heldout
sub_000010,sub_000010,traj_002963,117,1,0.62,0,heldout
sub_000010,sub_000010,traj_002963,118,1,0.6,0,heldout
sub_000010,sub_000010,traj_002963,119,1,0.61,0,heldout
sub_000043,sub_000043,traj_000281,0,0,0.98,1,heldout
sub_000043,sub_000043,traj_000281,1,1,0.44,0,heldout
sub_000043,sub_000043,traj_000281,2,2,0.43,0,heldout
sub_000043,sub_000043,traj_000281,3,1,0.35,0,heldout
sub_000043,sub_000043,traj_000281,4,2,0.38,0,heldout
sub_000043,sub_000043,traj_000281,5,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,6,3,0.75,0,heldout
sub_000043,sub_000043,traj_000281,7,3,0.84,0,heldout
sub_000043,sub_000043,traj_000281,8,3,0.76,0,heldout
sub_000043,sub_000043,traj_000281,9,0,0.99,0,heldout
sub_000043,sub_000043,traj_000281,10,0,0.99,0,heldout
sub_000043,sub_000043,traj_000281,11,0,0.96,0,heldout
sub_000043,sub_000043,traj_000281,12,0,0.84,0,heldout
sub_000043,sub_000043,traj_000281,13,3,0.79,0,heldout
sub_000043,sub_000043,traj_000281,14,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,15,3,0.78,0,heldout
sub_000043,sub_000043,traj_000281,16,0,0.99,0,heldout
sub_000043,sub_000043,traj_000281,17,0,0.99,0,heldout
sub_000043,sub_000043,traj_000281,18,3,0.82,0,heldout
sub_000043,sub_000043,traj_000281,19,0,1.0,0,heldout
sub_000043,sub_000043,traj_000281,20,0,0.95,0,heldout
sub_000043,sub_000043,traj_000281,21,0,0.89,0,heldout
sub_000043,sub_000043,traj_000281,22,3,0.71,0,heldout
sub_000043,sub_000043,traj_000281,23,0,0.85,0,heldout
sub_000043,sub_000043,traj_000281,24,0,0.81,0,heldout
sub_000043,sub_000043,traj_000281,25,2,0.44,0,heldout
sub_000043,sub_000043,traj_000281,26,3,0.67,0,heldout
sub_000043,sub_000043,traj_000281,27,0,0.84,0,heldout
sub_000043,sub_000043,traj_000281,28,0,0.79,0,heldout
sub_000043,sub_000043,traj_000281,29,3,0.74,0,heldout
sub_000043,sub_000043,traj_000281,30,0,0.68,0,heldout
sub_000043,sub_000043,traj_000281,31,1,0.49,0,heldout
sub_000043,sub_000043,traj_000281,32,3,0.76,0,heldout
sub_000043,sub_000043,traj_000281,33,2,0.36,0,heldout
sub_000043,sub_000043,traj_000281,34,0,0.64,0,heldout
sub_000043,sub_000043,traj_000281,35,3,0.7,0,heldout
sub_000043,sub_000043,traj_000281,36,0,0.64,0,heldout
sub_000043,sub_000043,traj_000281,37,1,0.37,0,heldout
sub_000043,sub_000043,traj_000281,38,3,0.65,0,heldout
sub_000043,sub_000043,traj_000281,39,0,0.7,0,heldout
sub_000043,sub_000043,traj_000281,40,3,0.68,0,heldout
sub_000043,sub_000043,traj_000281,41,0,0.61,0,heldout
sub_000043,sub_000043,traj_000281,42,3,0.6,0,heldout
sub_000043,sub_000043,traj_000281,43,2,0.27,0,heldout
sub_000043,sub_000043,traj_000281,44,0,0.61,0,heldout
sub_000043,sub_000043,traj_000281,45,3,0.68,0,heldout
sub_000043,sub_000043,traj_000281,46,3,0.7,0,heldout
sub_000043,sub_000043,traj_000281,47,0,0.57,0,heldout
sub_000043,sub_000043,traj_000281,48,1,0.29,0,heldout
sub_000043,sub_000043,traj_000281,49,3,0.73,0,heldout
sub_000043,sub_000043,traj_000281,50,0,0.55,0,heldout
sub_000043,sub_000043,traj_000281,51,3,0.74,0,heldout
sub_000043,sub_000043,traj_000281,52,3,0.64,0,heldout
sub_000043,sub_000043,traj_000281,53,0,0.53,0,heldout
sub_000043,sub_000043,traj_000281,54,3,0.76,0,heldout
sub_000043,sub_000043,traj_000281,55,3,0.78,0,heldout
sub_000043,sub_000043,traj_000281,56,3,0.81,0,heldout
sub_000043,sub_000043,traj_000281,57,0,0.61,0,heldout
sub_000043,sub_000043,traj_000281,58,3,0.87,0,heldout
sub_000043,sub_000043,traj_000281,59,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,60,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,61,3,0.87,0,heldout
sub_000043,sub_000043,traj_000281,62,3,1.0,0,heldout
sub_000043,sub_000043,traj_000281,63,3,0.82,0,heldout
sub_000043,sub_000043,traj_000281,64,3,0.87,0,heldout
sub_000043,sub_000043,traj_000281,65,3,0.91,0,heldout
sub_000043,sub_000043,traj_000281,66,3,0.9,0,heldout
sub_000043,sub_000043,traj_000281,67,3,0.89,0,heldout
sub_000043,sub_000043,traj_000281,68,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,69,3,0.82,0,heldout
sub_000043,sub_000043,traj_000281,70,3,0.84,0,heldout
sub_000043,sub_000043,traj_000281,71,0,0.52,0,heldout
sub_000043,sub_000043,traj_000281,72,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,73,3,0.95,0,heldout
sub_000043,sub_000043,traj_000281,74,3,0.9,0,heldout
sub_000043,sub_000043,traj_000281,75,1,0.33,0,heldout
sub_000043,sub_000043,traj_000281,76,3,0.97,0,heldout
sub_000043,sub_000043,traj_000281,77,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,78,3,0.93,0,heldout
sub_000043,sub_000043,traj_000281,79,3,0.93,0,heldout
sub_000043,sub_000043,traj_000281,80,3,0.93,0,heldout
sub_000043,sub_000043,traj_000281,81,3,0.94,0,heldout
sub_000043,sub_000043,traj_000281,82,3,0.95,0,heldout
sub_000043,sub_000043,traj_000281,83,3,0.9,0,heldout
sub_000043,sub_000043,traj_000281,84,3,0.9,0,heldout
sub_000043,sub_000043,traj_000281,85,3,0.92,0,heldout
sub_000043,sub_000043,traj_000281,86,3,0.84,0,heldout
sub_000043,sub_000043,traj_000281,87,0,0.71,0,heldout
sub_000043,sub_000043,traj_000281,88,3,0.89,0,heldout
sub_000043,sub_000043,traj_000281,89,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,90,3,0.9,0,heldout
sub_000043,sub_000043,traj_000281,91,3,0.79,0,heldout
sub_000043,sub_000043,traj_000281,92,3,0.75,0,heldout
sub_000043,sub_000043,traj_000281,93,3,0.73,0,heldout
sub_000043,sub_000043,traj_000281,94,3,0.74,0,heldout
sub_000043,sub_000043,traj_000281,95,3,0.73,0,heldout
sub_000043,sub_000043,traj_000281,96,3,0.81,0,heldout
sub_000043,sub_000043,traj_000281,97,3,0.8,0,heldout
sub_000043,sub_000043,traj_000281,98,3,0.8,0,heldout
sub_000043,sub_000043,traj_000281,99,3,0.79,0,heldout
sub_000043,sub_000043,traj_000281,100,0,0.56,0,heldout
sub_000043,sub_000043,traj_000281,101,3,0.91,0,heldout
sub_000043,sub_000043,traj_000281,102,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,103,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,104,3,0.89,0,heldout
sub_000043,sub_000043,traj_000281,105,3,0.86,0,heldout
sub_000043,sub_000043,traj_000281,106,0,0.56,0,heldout
sub_000043,sub_000043,traj_000281,107,3,0.88,0,heldout
sub_000043,sub_000043,traj_000281,108,3,0.79,0,heldout
sub_000043,sub_000043,traj_000281,109,3,0.84,0,heldout
sub_000043,sub_000043,traj_000281,110,3,0.73,0,heldout
sub_000043,sub_000043,traj_000281,111,2,0.49,0,heldout
sub_000043,sub_000043,traj_000281,112,0,0.63,0,heldout
sub_000043,sub_000043,traj_000281,113,1,0.38,0,heldout
sub_000043,sub_000043,traj_000281,114,3,0.6,0,heldout
sub_000043,sub_000043,traj_000281,115,2,0.48,0,heldout
sub_000043,sub_000043,traj_000281,116,0,0.66,0,heldout
sub_000043,sub_000043,traj_000281,117,3,0.7,0,heldout
sub_000043,sub_000043,traj_000281,118,3,0.62,0,heldout
sub_000043,sub_000043,traj_000281,119,3,0.58,0,heldout
sub_000202,sub_000202,traj_000023,0,0,0.87,1,heldout
sub_000202,sub_000202,traj_000023,1,2,0.82,0,heldout
sub_000202,sub_000202,traj_000023,2,1,0.54,0,heldout
sub_000202,sub_000202,traj_000023,3,3,0.36,0,heldout
sub_000202,sub_000202,traj_000023,4,0,0.88,0,heldout
sub_000202,sub_000202,traj_000023,5,2,0.79,0,heldout
sub_000202,sub_000202,traj_000023,6,0,0.91,0,heldout
sub_000202,sub_000202,traj_000023,7,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,8,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,9,0,0.97,0,heldout
sub_000202,sub_000202,traj_000023,10,0,0.93,0,heldout
sub_000202,sub_000202,traj_000023,11,0,0.97,0,heldout
sub_000202,sub_000202,traj_000023,12,0,0.85,0,heldout
sub_000202,sub_000202,traj_000023,13,0,0.87,0,heldout
sub_000202,sub_000202,traj_000023,14,0,0.86,0,heldout
sub_000202,sub_000202,traj_000023,15,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,16,0,0.97,0,heldout
sub_000202,sub_000202,traj_000023,17,0,0.94,0,heldout
sub_000202,sub_000202,traj_000023,18,0,0.94,0,heldout
sub_000202,sub_000202,traj_000023,19,0,0.98,0,heldout
sub_000202,sub_000202,traj_000023,20,0,0.89,0,heldout
sub_000202,sub_000202,traj_000023,21,0,0.93,0,heldout
sub_000202,sub_000202,traj_000023,22,0,0.9,0,heldout
sub_000202,sub_000202,traj_000023,23,0,0.98,0,heldout
sub_000202,sub_000202,traj_000023,24,0,0.96,0,heldout
sub_000202,sub_000202,traj_000023,25,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,26,0,0.88,0,heldout
sub_000202,sub_000202,traj_000023,27,0,0.88,0,heldout
sub_000202,sub_000202,traj_000023,28,0,0.92,0,heldout
sub_000202,sub_000202,traj_000023,29,0,0.8,0,heldout
sub_000202,sub_000202,traj_000023,30,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,31,0,0.87,0,heldout
sub_000202,sub_000202,traj_000023,32,0,0.96,0,heldout
sub_000202,sub_000202,traj_000023,33,0,0.96,0,heldout
sub_000202,sub_000202,traj_000023,34,0,0.91,0,heldout
sub_000202,sub_000202,traj_000023,35,0,0.89,0,heldout
sub_000202,sub_000202,traj_000023,36,0,0.98,0,heldout
sub_000202,sub_000202,traj_000023,37,0,0.98,0,heldout
sub_000202,sub_000202,traj_000023,38,0,0.92,0,heldout
sub_000202,sub_000202,traj_000023,39,0,0.92,0,heldout
sub_000202,sub_000202,traj_000023,40,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,41,0,0.84,0,heldout
sub_000202,sub_000202,traj_000023,42,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,43,0,0.99,0,heldout
sub_000202,sub_000202,traj_000023,44,0,0.98,0,heldout
sub_000202,sub_000202,traj_000023,45,0,0.93,0,heldout
sub_000202,sub_000202,traj_000023,46,0,0.93,0,heldout
sub_000202,sub_000202,traj_000023,47,0,0.88,0,heldout
sub_000202,sub_000202,traj_000023,48,0,0.92,0,heldout
sub_000202,sub_000202,traj_000023,49,0,0.94,0,heldout
sub_000202,sub_000202,traj_000023,50,0,0.93,0,heldout
sub_000202,sub_000202,traj_000023,51,0,0.94,0,heldout
sub_000202,sub_000202,traj_000023,52,0,0.94,0,heldout
sub_000202,sub_000202,traj_000023,53,0,0.91,0,heldout
sub_000202,sub_000202,traj_000023,54,0,0.78,0,heldout
sub_000202,sub_000202,traj_000023,55,0,0.9,0,heldout
sub_000202,sub_000202,traj_000023,56,0,0.81,0,heldout
sub_000202,sub_000202,traj_000023,57,2,0.43,0,heldout
sub_000202,sub_000202,traj_000023,58,0,0.67,0,heldout
sub_000202,sub_000202,traj_000023,59,3,0.68,0,heldout
sub_000202,sub_000202,traj_000023,60,1,0.49,0,heldout
sub_000202,sub_000202,traj_000023,61,0,0.59,0,heldout
sub_000202,sub_000202,traj_000023,62,3,0.7,0,heldout
sub_000202,sub_000202,traj_000023,63,3,0.77,0,heldout
sub_000202,sub_000202,traj_000023,64,3,0.77,0,heldout
sub_000202,sub_000202,traj_000023,65,3,0.72,0,heldout
sub_000202,sub_000202,traj_000023,66,3,0.77,0,heldout
sub_000202,sub_000202,traj_000023,67,3,0.74,0,heldout
sub_000202,sub_000202,traj_000023,68,3,0.59,0,heldout
sub_000202,sub_000202,traj_000023,69,0,0.72,0,heldout
sub_000202,sub_000202,traj_000023,70,0,0.72,0,heldout
sub_000202,sub_000202,traj_000023,71,2,0.63,0,heldout
sub_000202,sub_000202,traj_000023,72,0,0.78,0,heldout
sub_000202,sub_000202,traj_000023,73,0,0.84,0,heldout
sub_000202,sub_000202,traj_000023,74,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,75,0,0.81,0,heldout
sub_000202,sub_000202,traj_000023,76,0,0.97,0,heldout
sub_000202,sub_000202,traj_000023,77,0,0.81,0,heldout
sub_000202,sub_000202,traj_000023,78,0,0.75,0,heldout
sub_000202,sub_000202,traj_000023,79,0,0.73,0,heldout
sub_000202,sub_000202,traj_000023,80,0,0.78,0,heldout
sub_000202,sub_000202,traj_000023,81,0,0.75,0,heldout
sub_000202,sub_000202,traj_000023,82,0,0.81,0,heldout
sub_000202,sub_000202,traj_000023,83,0,0.85,0,heldout
sub_000202,sub_000202,traj_000023,84,0,0.95,0,heldout
sub_000202,sub_000202,traj_000023,85,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,86,0,0.88,0,heldout
sub_000202,sub_000202,traj_000023,87,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,88,0,0.83,0,heldout
sub_000202,sub_000202,traj_000023,89,0,0.79,0,heldout
sub_000202,sub_000202,traj_000023,90,0,0.74,0,heldout
sub_000202,sub_000202,traj_000023,91,0,0.74,0,heldout
sub_000202,sub_000202,traj_000023,92,0,0.82,0,heldout
sub_000202,sub_000202,traj_000023,93,0,0.8,0,heldout
sub_000202,sub_000202,traj_000023,94,0,0.7,0,heldout
sub_000202,sub_000202,traj_000023,95,0,0.75,0,heldout
sub_000202,sub_000202,traj_000023,96,0,0.64,0,heldout
sub_000202,sub_000202,traj_000023,97,0,0.64,0,heldout
sub_000202,sub_000202,traj_000023,98,0,0.65,0,heldout
sub_000202,sub_000202,traj_000023,99,2,0.44,0,heldout
sub_000202,sub_000202,traj_000023,100,3,0.45,0,heldout
sub_000202,sub_000202,traj_000023,101,1,0.51,0,heldout
sub_000202,sub_000202,traj_000023,102,2,0.46,0,heldout
sub_000202,sub_000202,traj_000023,103,0,0.64,0,heldout
sub_000202,sub_000202,traj_000023,104,3,0.42,0,heldout
sub_000202,sub_000202,traj_000023,105,1,0.51,0,heldout
sub_000202,sub_000202,traj_000023,106,0,0.64,0,heldout
sub_000202,sub_000202,traj_000023,107,0,0.6,0,heldout
sub_000202,sub_000202,traj_000023,108,0,0.65,0,heldout
sub_000202,sub_000202,traj_000023,109,0,0.74,0,heldout
sub_000202,sub_000202,traj_000023,110,0,0.6,0,heldout
sub_000202,sub_000202,traj_000023,111,0,0.68,0,heldout
sub_000202,sub_000202,traj_000023,112,0,0.77,0,heldout
sub_000202,sub_000202,traj_000023,113,3,0.28,0,heldout
sub_000202,sub_000202,traj_000023,114,1,0.54,0,heldout
sub_000202,sub_000202,traj_000023,115,0,0.7,0,heldout
sub_000202,sub_000202,traj_000023,116,0,0.62,0,heldout
sub_000202,sub_000202,traj_000023,117,2,0.47,0,heldout
sub_000202,sub_000202,traj_000023,118,0,0.66,0,heldout
sub_000202,sub_000202,traj_000023,119,0,0.71,0,heldout
sub_000223,sub_000223,traj_004744,0,0,0.49,1,heldout
sub_000223,sub_000223,traj_004744,1,2,0.02,0,heldout
sub_000223,sub_000223,traj_004744,2,1,0.24,0,heldout
sub_000223,sub_000223,traj_004744,3,3,0.23,0,heldout
sub_000223,sub_000223,traj_004744,4,0,0.47,0,heldout
sub_000223,sub_000223,traj_004744,5,0,0.49,0,heldout
sub_000223,sub_000223,traj_004744,6,3,0.27,0,heldout
sub_000223,sub_000223,traj_004744,7,1,0.11,0,heldout
sub_000223,sub_000223,traj_004744,8,0,0.53,0,heldout
sub_000223,sub_000223,traj_004744,9,2,0.12,0,heldout
sub_000223,sub_000223,traj_004744,10,0,0.49,0,heldout
sub_000223,sub_000223,traj_004744,11,0,0.48,0,heldout
sub_000223,sub_000223,traj_004744,12,0,0.44,0,heldout
sub_000223,sub_000223,traj_004744,13,0,0.44,0,heldout
sub_000223,sub_000223,traj_004744,14,0,0.54,0,heldout
sub_000223,sub_000223,traj_004744,15,0,0.39,0,heldout
sub_000223,sub_000223,traj_004744,16,0,0.4,0,heldout
sub_000223,sub_000223,traj_004744,17,0,0.5,0,heldout
sub_000223,sub_000223,traj_004744,18,0,0.46,0,heldout
sub_000223,sub_000223,traj_004744,19,0,0.35,0,heldout
sub_000223,sub_000223,traj_004744,20,3,0.37,0,heldout
sub_000223,sub_000223,traj_004744,21,1,0.17,0,heldout
sub_000223,sub_000223,traj_004744,22,3,0.35,0,heldout
sub_000223,sub_000223,traj_004744,23,2,0.05,0,heldout
sub_000223,sub_000223,traj_004744,24,0,0.39,0,heldout
sub_000223,sub_000223,traj_004744,25,0,0.44,0,heldout
sub_000223,sub_000223,traj_004744,26,3,0.37,0,heldout
sub_000223,sub_000223,traj_004744,27,0,0.39,0,heldout
sub_000223,sub_000223,traj_004744,28,0,0.39,0,heldout
sub_000223,sub_000223,traj_004744,29,3,0.39,0,heldout
sub_000223,sub_000223,traj_004744,30,3,0.36,0,heldout
sub_000223,sub_000223,traj_004744,31,0,0.48,0,heldout
sub_000223,sub_000223,traj_004744,32,0,0.36,0,heldout
sub_000223,sub_000223,traj_004744,33,3,0.41,0,heldout
sub_000223,sub_000223,traj_004744,34,3,0.48,0,heldout
sub_000223,sub_000223,traj_004744,35,3,0.49,0,heldout
sub_000223,sub_000223,traj_004744,36,3,0.37,0,heldout
sub_000223,sub_000223,traj_004744,37,0,0.54,0,heldout
sub_000223,sub_000223,traj_004744,38,0,0.5,0,heldout
sub_000223,sub_000223,traj_004744,39,3,0.52,0,heldout
sub_000223,sub_000223,traj_004744,40,0,0.37,0,heldout
sub_000223,sub_000223,traj_004744,41,3,0.53,0,heldout
sub_000223,sub_000223,traj_004744,42,3,0.63,0,heldout
sub_000223,sub_000223,traj_004744,43,3,0.57,0,heldout
sub_000223,sub_000223,traj_004744,44,0,0.36,0,heldout
sub_000223,sub_000223,traj_004744,45,3,0.6,0,heldout
sub_000223,sub_000223,traj_004744,46,1,0.39,0,heldout
sub_000223,sub_000223,traj_004744,47,3,0.6,0,heldout
sub_000223,sub_000223,traj_004744,48,1,0.41,0,heldout
sub_000223,sub_000223,traj_004744,49,3,0.54,0,heldout
sub_000223,sub_000223,traj_004744,50,1,0.42,0,heldout
sub_000223,sub_000223,traj_004744,51,3,0.57,0,heldout
sub_000223,sub_000223,traj_004744,52,1,0.5,0,heldout
sub_000223,sub_000223,traj_004744,53,3,0.51,0,heldout
sub_000223,sub_000223,traj_004744,54,3,0.54,0,heldout
sub_000223,sub_000223,traj_004744,55,1,0.45,0,heldout
sub_000223,sub_000223,traj_004744,56,3,0.61,0,heldout
sub_000223,sub_000223,traj_004744,57,3,0.72,0,heldout
sub_000223,sub_000223,traj_004744,58,1,0.57,0,heldout
sub_000223,sub_000223,traj_004744,59,3,0.59,0,heldout
sub_000223,sub_000223,traj_004744,60,3,0.6,0,heldout
sub_000223,sub_000223,traj_004744,61,3,0.64,0,heldout
sub_000223,sub_000223,traj_004744,62,3,0.61,0,heldout
sub_000223,sub_000223,traj_004744,63,1,0.38,0,heldout
sub_000223,sub_000223,traj_004744,64,3,0.61,0,heldout
sub_000223,sub_000223,traj_004744,65,3,0.65,0,heldout
sub_000223,sub_000223,traj_004744,66,3,0.64,0,heldout
sub_000223,sub_000223,traj_004744,67,3,0.6,0,heldout
sub_000223,sub_000223,traj_004744,68,3,0.65,0,heldout
sub_000223,sub_000223,traj_004744,69,3,0.68,0,heldout
sub_000223,sub_000223,traj_004744,70,3,0.71,0,heldout
sub_000223,sub_000223,traj_004744,71,3,0.66,0,heldout
sub_000223,sub_000223,traj_004744,72,3,0.7,0,heldout
sub_000223,sub_000223,traj_004744,73,3,0.69,0,heldout
sub_000223,sub_000223,traj_004744,74,3,0.65,0,heldout
