subject_id,participant_id,trajectory_id,split,trial_id,response,feedback,reward_0,reward_1,reward_2,reward_3
subject_00,panel_000,panel_000,train,69,1,0.9,0.81,0.9,0.17,0.71
subject_00,panel_000,panel_000,train,70,1,0.81,0.82,0.81,0.13,0.75
subject_00,panel_000,panel_000,train,71,1,0.87,0.81,0.87,0.2,0.63
subject_00,panel_000,panel_000,train,72,1,0.75,0.85,0.75,0.15,0.64
subject_00,panel_000,panel_000,train,73,1,0.77,0.85,0.77,0.13,0.67
subject_00,panel_000,panel_000,train,74,1,0.77,0.88,0.77,0.11,0.65
subject_00,panel_000,panel_000,train,75,1,0.72,0.81,0.72,0.13,0.61
subject_00,panel_000,panel_000,train,76,1,0.71,0.79,0.71,0.12,0.69
subject_00,panel_000,panel_000,train,77,1,0.68,0.68,0.68,0.12,0.66
subject_00,panel_000,panel_000,train,78,0,0.81,0.81,0.7,0.14,0.66
subject_00,panel_000,panel_000,train,79,0,0.86,0.86,0.72,0.22,0.64
subject_00,panel_000,panel_000,train,80,0,0.77,0.77,0.7,0.13,0.72
subject_00,panel_000,panel_000,train,81,0,0.71,0.71,0.72,0.24,0.68
subject_00,panel_000,panel_000,train,82,1,0.61,0.77,0.61,0.2,0.69
subject_00,panel_000,panel_000,train,83,3,0.55,0.7,0.76,0.23,0.55
subject_00,panel_000,panel_000,train,84,0,0.76,0.76,0.71,0.12,0.61
subject_00,panel_000,panel_000,train,85,2,0.16,0.69,0.67,0.16,0.62
subject_00,panel_000,panel_000,train,86,0,0.74,0.74,0.61,0.18,0.55
subject_00,panel_000,panel_000,train,87,0,0.73,0.73,0.63,0.22,0.63
subject_00,panel_000,panel_000,train,88,0,0.64,0.64,0.64,0.19,0.62
subject_00,panel_000,panel_000,train,89,0,0.69,0.69,0.63,0.19,0.54
subject_00,panel_000,panel_000,train,90,0,0.72,0.72,0.67,0.16,0.62
subject_00,panel_000,panel_000,train,91,0,0.67,0.67,0.68,0.2,0.6
subject_00,panel_000,panel_000,train,92,0,0.73,0.73,0.62,0.14,0.64
subject_00,panel_000,panel_000,train,93,2,0.08,0.62,0.67,0.08,0.68
subject_00,panel_000,panel_000,train,94,1,0.69,0.63,0.69,0.17,0.6
subject_00,panel_000,panel_000,train,95,3,0.62,0.73,0.72,0.18,0.62
subject_00,panel_000,panel_000,train,96,1,0.58,0.65,0.58,0.16,0.54
subject_00,panel_000,panel_000,train,97,0,0.64,0.64,0.7,0.14,0.64
subject_00,panel_000,panel_000,train,98,0,0.72,0.72,0.6,0.21,0.59
subject_00,panel_000,panel_000,train,99,0,0.68,0.68,0.64,0.23,0.6
subject_00,panel_000,panel_000,train,100,0,0.67,0.67,0.67,0.32,0.56
subject_00,panel_000,panel_000,train,101,0,0.64,0.64,0.7,0.37,0.63
subject_00,panel_000,panel_000,train,102,2,0.39,0.57,0.67,0.39,0.58
subject_00,panel_000,panel_000,train,103,1,0.72,0.61,0.72,0.4,0.62
subject_00,panel_000,panel_000,train,104,1,0.62,0.59,0.62,0.5,0.64
subject_00,panel_000,panel_000,train,105,1,0.74,0.67,0.74,0.48,0.72
subject_00,panel_000,panel_000,train,106,1,0.7,0.67,0.7,0.37,0.69
subject_00,panel_000,panel_000,train,107,1,0.67,0.61,0.67,0.44,0.76
subject_00,panel_000,panel_000,train,108,1,0.73,0.62,0.73,0.5,0.62
subject_00,panel_000,panel_000,train,109,1,0.77,0.69,0.77,0.45,0.67
subject_00,panel_000,panel_000,train,110,1,0.75,0.69,0.75,0.47,0.82
subject_00,panel_000,panel_000,train,111,1,0.73,0.62,0.73,0.5,0.75
subject_00,panel_000,panel_000,train,112,1,0.68,0.7,0.68,0.46,0.76
subject_00,panel_000,panel_000,train,113,1,0.64,0.69,0.64,0.42,0.78
subject_00,panel_000,panel_000,train,114,0,0.71,0.71,0.72,0.5,0.82
subject_00,panel_000,panel_000,train,115,0,0.77,0.77,0.7,0.47,0.82
subject_00,panel_000,panel_000,train,116,0,0.79,0.79,0.66,0.47,0.86
subject_00,panel_000,panel_000,train,117,0,0.7,0.7,0.57,0.41,0.85
subject_00,panel_000,panel_000,train,118,0,0.64,0.64,0.6,0.46,0.75
subject_00,panel_000,panel_000,train,119,1,0.62,0.72,0.62,0.43,0.75
subject_00,panel_001,panel_001,train,0,0,0.35,0.35,0.24,0.19,0.12
subject_00,panel_001,panel_001,train,1,0,0.2,0.2,0.28,0.19,0.1
subject_00,panel_001,panel_001,train,2,0,0.3,0.3,0.23,0.28,0.14
subject_00,panel_001,panel_001,train,3,0,0.32,0.32,0.19,0.24,0.16
subject_00,panel_001,panel_001,train,4,0,0.38,0.38,0.22,0.28,0.21
subject_00,panel_001,panel_001,train,5,0,0.27,0.27,0.25,0.18,0.27
subject_00,panel_001,panel_001,train,6,0,0.33,0.33,0.27,0.19,0.31
subject_00,panel_001,panel_001,train,7,0,0.3,0.3,0.27,0.16,0.26
subject_00,panel_001,panel_001,train,8,2,0.02,0.35,0.14,0.02,0.35
subject_00,panel_001,panel_001,train,9,1,0.17,0.36,0.17,0.21,0.31
subject_00,panel_001,panel_001,train,10,3,0.31,0.36,0.13,0.2,0.31
subject_00,panel_001,panel_001,train,11,3,0.29,0.32,0.14,0.19,0.29
subject_00,panel_001,panel_001,train,12,3,0.31,0.44,0.15,0.17,0.31
subject_00,panel_001,panel_001,train,13,3,0.36,0.43,0.19,0.16,0.36
subject_00,panel_001,panel_001,train,14,3,0.42,0.39,0.25,0.1,0.42
subject_00,panel_001,panel_001,train,15,3,0.32,0.5,0.32,0.24,0.32
subject_00,panel_001,panel_001,train,16,3,0.27,0.45,0.29,0.24,0.27
subject_00,panel_001,panel_001,train,17,3,0.3,0.52,0.24,0.17,0.3
subject_00,panel_001,panel_001,train,18,3,0.31,0.54,0.41,0.23,0.31
subject_00,panel_001,panel_001,train,19,3,0.39,0.5,0.31,0.23,0.39
subject_00,panel_001,panel_001,train,20,3,0.44,0.5,0.33,0.27,0.44
subject_00,panel_001,panel_001,train,21,3,0.36,0.44,0.29,0.2,0.36
subject_00,panel_001,panel_001,train,22,3,0.36,0.41,0.34,0.23,0.36
subject_00,panel_001,panel_001,train,23,3,0.37,0.37,0.4,0.18,0.37
subject_00,panel_001,panel_001,train,24,3,0.39,0.48,0.3,0.16,0.39
subject_00,panel_001,panel_001,train,25,3,0.42,0.56,0.36,0.18,0.42
subject_00,panel_001,panel_001,train,26,3,0.5,0.44,0.4,0.19,0.5
subject_00,panel_001,panel_001,train,27,3,0.42,0.46,0.42,0.19,0.42
subject_00,panel_001,panel_001,train,28,3,0.4,0.54,0.46,0.24,0.4
subject_00,panel_001,panel_001,train,29,3,0.45,0.51,0.47,0.24,0.45
subject_00,panel_001,panel_001,train,30,3,0.39,0.48,0.46,0.28,0.39
subject_00,panel_001,panel_001,train,31,3,0.37,0.5,0.32,0.36,0.37
subject_00,panel_001,panel_001,train,32,3,0.43,0.51,0.36,0.39,0.43
subject_00,panel_001,panel_001,train,33,3,0.37,0.53,0.4,0.38,0.37
subject_00,panel_001,panel_001,train,34,3,0.39,0.52,0.39,0.42,0.39
subject_00,panel_001,panel_001,train,35,3,0.38,0.57,0.31,0.42,0.38
subject_00,panel_001,panel_001,train,36,3,0.28,0.53,0.43,0.45,0.28
subject_00,panel_001,panel_001,train,37,3,0.24,0.51,0.42,0.5,0.24
subject_00,panel_001,panel_001,train,38,3,0.25,0.51,0.34,0.42,0.25
subject_00,panel_001,panel_001,train,39,1,0.41,0.54,0.41,0.5,0.34
subject_00,panel_001,panel_001,train,40,1,0.36,0.47,0.36,0.54,0.28
subject_00,panel_001,panel_001,train,41,1,0.33,0.56,0.33,0.44,0.27
subject_00,panel_001,panel_001,train,42,1,0.43,0.54,0.43,0.51,0.38
subject_00,panel_001,panel_001,train,43,1,0.29,0.59,0.29,0.51,0.29
subject_00,panel_001,panel_001,train,44,1,0.43,0.64,0.43,0.43,0.29
subject_00,panel_001,panel_001,train,45,1,0.31,0.71,0.31,0.56,0.28
subject_00,panel_001,panel_001,train,46,1,0.41,0.67,0.41,0.5,0.28
subject_00,panel_001,panel_001,train,47,1,0.31,0.68,0.31,0.51,0.25
subject_00,panel_001,panel_001,train,48,1,0.23,0.67,0.23,0.38,0.31
subject_00,panel_001,panel_001,train,49,0,0.69,0.69,0.28,0.44,0.41
subject_00,panel_001,panel_001,train,50,0,0.64,0.64,0.35,0.34,0.36
subject_00,panel_001,panel_001,train,51,0,0.65,0.65,0.32,0.43,0.4
subject_00,panel_001,panel_001,train,52,0,0.6,0.6,0.34,0.44,0.46
subject_00,panel_001,panel_001,train,53,0,0.61,0.61,0.37,0.4,0.37
subject_00,panel_001,panel_001,train,54,0,0.48,0.48,0.29,0.35,0.35
subject_00,panel_001,panel_001,train,55,0,0.55,0.55,0.21,0.41,0.4
subject_00,panel_001,panel_001,train,56,0,0.52,0.52,0.16,0.46,0.36
subject_00,panel_001,panel_001,train,57,0,0.53,0.53,0.29,0.25,0.39
subject_00,panel_001,panel_001,train,58,0,0.49,0.49,0.29,0.25,0.45
subject_00,panel_001,panel_001,train,59,0,0.49,0.49,0.24,0.23,0.41
subject_00,panel_001,panel_001,train,60,0,0.42,0.42,0.28,0.24,0.38
subject_00,panel_001,panel_001,train,61,0,0.46,0.46,0.34,0.31,0.34
subject_00,panel_001,panel_001,train,62,0,0.47,0.47,0.23,0.4,0.35
subject_00,panel_001,panel_001,train,63,2,0.45,0.44,0.29,0.45,0.36
subject_00,panel_001,panel_001,train,64,2,0.39,0.48,0.33,0.39,0.37
subject_00,panel_001,panel_001,train,65,2,0.45,0.32,0.28,0.45,0.38
subject_00,panel_001,panel_001,train,66,2,0.45,0.34,0.21,0.45,0.41
subject_00,panel_001,panel_001,train,67,2,0.39,0.33,0.31,0.39,0.43
subject_00,panel_001,panel_001,train,68,0,0.26,0.26,0.32,0.53,0.49
subject_00,panel_001,panel_001,train,69,1,0.3,0.41,0.3,0.51,0.46
subject_00,panel_001,panel_001,train,70,1,0.31,0.38,0.31,0.53,0.53
subject_00,panel_001,panel_001,train,71,3,0.36,0.49,0.23,0.45,0.36
subject_00,panel_001,panel_001,train,72,0,0.42,0.42,0.22,0.5,0.39
subject_00,panel_001,panel_001,train,73,0,0.44,0.44,0.25,0.39,0.39
subject_00,panel_001,panel_001,train,74,0,0.44,0.44,0.26,0.54,0.34
subject_00,panel_001,panel_001,train,75,0,0.42,0.42,0.27,0.43,0.34
subject_00,panel_001,panel_001,train,76,0,0.48,0.48,0.28,0.52,0.34
subject_00,panel_001,panel_001,train,77,0,0.5,0.5,0.36,0.59,0.38
subject_00,panel_001,panel_001,train,78,0,0.51,0.51,0.39,0.59,0.31
subject_00,panel_001,panel_001,train,79,0,0.52,0.52,0.34,0.64,0.33
subject_00,panel_001,panel_001,train,80,0,0.6,0.6,0.43,0.65,0.3
subject_00,panel_001,panel_001,train,81,0,0.59,0.59,0.41,0.64,0.3
subject_00,panel_001,panel_001,train,82,0,0.51,0.51,0.39,0.64,0.28
subject_00,panel_001,panel_001,train,83,0,0.52,0.52,0.46,0.75,0.24
subject_00,panel_001,panel_001,train,84,0,0.59,0.59,0.35,0.67,0.33
subject_00,panel_001,panel_001,train,85,0,0.43,0.43,0.33,0.69,0.26
subject_00,panel_001,panel_001,train,86,0,0.49,0.49,0.34,0.58,0.22
subject_00,panel_001,panel_001,train,87,0,0.46,0.46,0.27,0.65,0.28
subject_00,panel_001,panel_001,train,88,0,0.41,0.41,0.36,0.58,0.37
subject_00,panel_001,panel_001,train,89,0,0.45,0.45,0.29,0.52,0.21
subject_00,panel_001,panel_001,train,90,0,0.44,0.44,0.34,0.51,0.34
subject_00,panel_001,panel_001,train,91,0,0.39,0.39,0.31,0.52,0.32
subject_00,panel_001,panel_001,train,92,0,0.34,0.34,0.28,0.54,0.37
subject_00,panel_001,panel_001,train,93,0,0.41,0.41,0.29,0.48,0.39
subject_00,panel_001,panel_001,train,94,0,0.36,0.36,0.3,0.48,0.5
subject_00,panel_001,panel_001,train,95,0,0.45,0.45,0.33,0.49,0.36
subject_00,panel_001,panel_001,train,96,0,0.35,0.35,0.25,0.48,0.43
subject_00,panel_001,panel_001,train,97,0,0.32,0.32,0.31,0.46,0.28
subject_00,panel_001,panel_001,train,98,0,0.32,0.32,0.3,0.54,0.3
subject_00,panel_001,panel_001,train,99,0,0.34,0.34,0.37,0.52,0.33
subject_00,panel_001,panel_001,train,100,0,0.42,0.42,0.4,0.54,0.27
subject_00,panel_001,panel_001,train,101,0,0.32,0.32,0.42,0.5,0.24
subject_00,panel_001,panel_001,train,102,0,0.28,0.28,0.37,0.52,0.34
subject_00,panel_001,panel_001,train,103,0,0.38,0.38,0.37,0.51,0.27
subject_00,panel_001,panel_001,train,104,0,0.34,0.34,0.33,0.49,0.31
subject_00,panel_001,panel_001,train,105,0,0.24,0.24,0.31,0.57,0.4
subject_00,panel_001,panel_001,train,106,0,0.28,0.28,0.33,0.55,0.36
subject_00,panel_001,panel_001,train,107,0,0.26,0.26,0.37,0.58,0.32
subject_00,panel_001,panel_001,train,108,2,0.65,0.22,0.37,0.65,0.35
subject_00,panel_001,panel_001,train,109,0,0.35,0.35,0.32,0.62,0.42
subject_00,panel_001,panel_001,train,110,2,0.63,0.25,0.37,0.63,0.49
subject_00,panel_001,panel_001,train,111,2,0.67,0.34,0.4,0.67,0.43
subject_00,panel_001,panel_001,train,112,2,0.74,0.33,0.37,0.74,0.5
subject_00,panel_001,panel_001,train,113,2,0.61,0.21,0.4,0.61,0.47
subject_00,panel_001,panel_001,train,114,2,0.61,0.28,0.4,0.61,0.43
subject_00,panel_001,panel_001,train,115,2,0.72,0.23,0.33,0.72,0.47
subject_00,panel_001,panel_001,train,116,2,0.81,0.28,0.48,0.81,0.4
subject_00,panel_001,panel_001,train,117,2,0.67,0.24,0.45,0.67,0.46
subject_00,panel_001,panel_001,train,118,2,0.63,0.3,0.34,0.63,0.41
subject_00,panel_001,panel_001,train,119,2,0.64,0.22,0.4,0.64,0.49
subject_00,panel_002,panel_002,train,0,1,0.62,0.53,0.62,0.23,0.26
subject_00,panel_002,panel_002,train,1,0,0.44,0.44,0.68,0.25,0.29
subject_00,panel_002,panel_002,train,2,3,0.35,0.45,0.84,0.25,0.35
subject_00,panel_002,panel_002,train,3,2,0.17,0.43,0.76,0.17,0.39
subject_00,panel_002,panel_002,train,4,0,0.47,0.47,0.76,0.29,0.4
subject_00,panel_002,panel_002,train,5,0,0.43,0.43,0.79,0.18,0.32
subject_00,panel_002,panel_002,train,6,0,0.47,0.47,0.82,0.17,0.28
subject_00,panel_002,panel_002,train,7,0,0.4,0.4,0.91,0.15,0.35
subject_00,panel_002,panel_002,train,8,0,0.43,0.43,0.76,0.2,0.31
subject_00,panel_002,panel_002,train,9,0,0.39,0.39,0.64,0.21,0.31
subject_00,panel_002,panel_002,train,10,0,0.35,0.35,0.66,0.2,0.23
subject_00,panel_002,panel_002,train,11,3,0.28,0.35,0.67,0.21,0.28
subject_00,panel_002,panel_002,train,12,1,0.73,0.4,0.73,0.29,0.21
subject_00,panel_002,panel_002,train,13,1,0.63,0.33,0.63,0.16,0.15
subject_00,panel_002,panel_002,train,14,1,0.6,0.42,0.6,0.22,0.27
subject_00,panel_002,panel_002,train,15,1,0.67,0.41,0.67,0.39,0.19
subject_00,panel_002,panel_002,train,16,1,0.54,0.27,0.54,0.35,0.21
subject_00,panel_002,panel_002,train,17,1,0.65,0.17,0.65,0.38,0.25
subject_00,panel_002,panel_002,train,18,1,0.51,0.28,0.51,0.42,0.3
subject_00,panel_002,panel_002,train,19,1,0.58,0.33,0.58,0.42,0.16
subject_00,panel_002,panel_002,train,20,1,0.52,0.35,0.52,0.41,0.22
subject_00,panel_002,panel_002,train,21,1,0.55,0.3,0.55,0.44,0.26
subject_00,panel_002,panel_002,train,22,1,0.55,0.2,0.55,0.37,0.36
subject_00,panel_002,panel_002,train,23,1,0.56,0.23,0.56,0.36,0.44
subject_00,panel_002,panel_002,train,24,1,0.59,0.28,0.59,0.4,0.42
subject_00,panel_002,panel_002,train,25,1,0.57,0.3,0.57,0.44,0.42
subject_00,panel_002,panel_002,train,26,1,0.49,0.29,0.49,0.42,0.39
subject_00,panel_002,panel_002,train,27,1,0.6,0.27,0.6,0.43,0.36
subject_00,panel_002,panel_002,train,28,1,0.57,0.32,0.57,0.45,0.35
subject_00,panel_002,panel_002,train,29,1,0.58,0.31,0.58,0.46,0.44
subject_00,panel_002,panel_002,train,30,1,0.56,0.27,0.56,0.5,0.41
subject_00,panel_002,panel_002,train,31,1,0.51,0.3,0.51,0.58,0.36
subject_00,panel_002,panel_002,train,32,1,0.62,0.36,0.62,0.54,0.46
subject_00,panel_002,panel_002,train,33,1,0.58,0.26,0.58,0.62,0.41
subject_00,panel_002,panel_002,train,34,1,0.58,0.39,0.58,0.59,0.39
subject_00,panel_002,panel_002,train,35,1,0.61,0.21,0.61,0.52,0.44
subject_00,panel_002,panel_002,train,36,1,0.72,0.27,0.72,0.63,0.4
subject_00,panel_002,panel_002,train,37,1,0.7,0.25,0.7,0.55,0.37
subject_00,panel_002,panel_002,train,38,1,0.61,0.26,0.61,0.58,0.51
subject_00,panel_002,panel_002,train,39,1,0.68,0.19,0.68,0.47,0.42
subject_00,panel_002,panel_002,train,40,3,0.39,0.29,0.71,0.54,0.39
subject_00,panel_002,panel_002,train,41,1,0.71,0.35,0.71,0.59,0.41
subject_00,panel_002,panel_002,train,42,1,0.65,0.28,0.65,0.53,0.48
subject_00,panel_002,panel_002,train,43,1,0.65,0.34,0.65,0.57,0.5
subject_00,panel_002,panel_002,train,44,1,0.71,0.22,0.71,0.59,0.38
subject_00,panel_002,panel_002,train,45,1,0.65,0.21,0.65,0.6,0.45
subject_00,panel_002,panel_002,train,46,1,0.67,0.2,0.67,0.65,0.36
subject_00,panel_002,panel_002,train,47,1,0.6,0.17,0.6,0.49,0.36
subject_00,panel_002,panel_002,train,48,1,0.51,0.21,0.51,0.58,0.41
subject_00,panel_002,panel_002,train,49,1,0.59,0.19,0.59,0.53,0.39
subject_00,panel_002,panel_002,train,50,1,0.56,0.15,0.56,0.55,0.36
subject_00,panel_002,panel_002,train,51,1,0.52,0.17,0.52,0.6,0.42
subject_00,panel_002,panel_002,train,52,1,0.46,0.24,0.46,0.57,0.45
subject_00,panel_002,panel_002,train,53,1,0.5,0.26,0.5,0.54,0.34
subject_00,panel_002,panel_002,train,54,1,0.52,0.21,0.52,0.51,0.37
subject_00,panel_002,panel_002,train,55,1,0.52,0.28,0.52,0.53,0.41
subject_00,panel_002,panel_002,train,56,1,0.51,0.25,0.51,0.59,0.34
subject_00,panel_002,panel_002,train,57,1,0.5,0.15,0.5,0.44,0.33
subject_00,panel_002,panel_002,train,58,1,0.55,0.2,0.55,0.43,0.28
subject_00,panel_002,panel_002,train,59,1,0.57,0.22,0.57,0.4,0.3
subject_00,panel_002,panel_002,train,60,1,0.6,0.14,0.6,0.53,0.2
subject_00,panel_002,panel_002,train,61,1,0.53,0.13,0.53,0.43,0.23
subject_00,panel_002,panel_002,train,62,1,0.5,0.21,0.5,0.5,0.36
subject_00,panel_002,panel_002,train,63,1,0.58,0.12,0.58,0.52,0.35
subject_00,panel_002,panel_002,train,64,1,0.61,0.11,0.61,0.44,0.29
subject_00,panel_002,panel_002,train,65,1,0.65,0.16,0.65,0.37,0.22
subject_00,panel_002,panel_002,train,66,0,0.14,0.14,0.58,0.32,0.22
subject_00,panel_002,panel_002,train,67,2,0.37,0.16,0.62,0.37,0.27
subject_00,panel_002,panel_002,train,68,1,0.55,0.11,0.55,0.43,0.28
subject_00,panel_002,panel_002,train,69,1,0.59,0.21,0.59,0.45,0.26
subject_00,panel_002,panel_002,train,70,1,0.63,0.19,0.63,0.5,0.22
subject_00,panel_002,panel_002,train,71,1,0.59,0.13,0.59,0.43,0.35
subject_00,panel_002,panel_002,train,72,1,0.5,0.23,0.5,0.45,0.23
subject_00,panel_002,panel_002,train,73,1,0.45,0.15,0.45,0.44,0.24
subject_00,panel_002,panel_002,train,74,1,0.43,0.23,0.43,0.46,0.22
subject_00,panel_002,panel_002,train,75,1,0.46,0.19,0.46,0.42,0.22
subject_00,panel_002,panel_002,train,76,1,0.36,0.25,0.36,0.42,0.33
subject_00,panel_002,panel_002,train,77,1,0.48,0.25,0.48,0.39,0.25
subject_00,panel_002,panel_002,train,78,1,0.41,0.23,0.41,0.54,0.29
subject_00,panel_002,panel_002,train,79,1,0.41,0.28,0.41,0.41,0.28
subject_00,panel_002,panel_002,train,80,1,0.41,0.29,0.41,0.57,0.26
subject_00,panel_002,panel_002,train,81,1,0.4,0.33,0.4,0.4,0.28
subject_00,panel_002,panel_002,train,82,1,0.37,0.34,0.37,0.5,0.31
subject_00,panel_002,panel_002,train,83,1,0.38,0.34,0.38,0.46,0.28
subject_00,panel_002,panel_002,train,84,1,0.39,0.36,0.39,0.51,0.31
subject_00,panel_002,panel_002,train,85,1,0.31,0.33,0.31,0.41,0.35
subject_00,panel_002,panel_002,train,86,1,0.31,0.42,0.31,0.41,0.32
subject_00,panel_002,panel_002,train,87,1,0.37,0.47,0.37,0.42,0.4
subject_00,panel_002,panel_002,train,88,1,0.33,0.32,0.33,0.44,0.36
subject_00,panel_002,panel_002,train,89,1,0.38,0.45,0.38,0.37,0.36
subject_00,panel_002,panel_002,train,90,1,0.34,0.33,0.34,0.27,0.35
subject_00,panel_002,panel_002,train,91,1,0.37,0.33,0.37,0.38,0.33
subject_00,panel_002,panel_002,train,92,1,0.38,0.38,0.38,0.44,0.33
subject_00,panel_002,panel_002,train,93,3,0.32,0.44,0.46,0.39,0.32
subject_00,panel_002,panel_002,train,94,2,0.38,0.39,0.45,0.38,0.35
subject_00,panel_002,panel_002,train,95,0,0.37,0.37,0.31,0.45,0.42
subject_00,panel_002,panel_002,train,96,0,0.36,0.36,0.4,0.34,0.31
subject_00,panel_002,panel_002,train,97,0,0.43,0.43,0.34,0.29,0.32
subject_00,panel_002,panel_002,train,98,0,0.32,0.32,0.38,0.31,0.45
