participant_id,subject_id,trajectory_id,trial_id,response,feedback,episode_start,rt_ms,rt,trial_mask,masking_reason,split
sub_000010,sub_000010,traj_002481,41,0,0.57,0,277.0,0.277,1,included,train
sub_000010,sub_000010,traj_002481,42,3,0.61,0,416.0,0.416,1,included,train
sub_000010,sub_000010,traj_002481,43,3,0.61,0,196.0,0.196,1,included,train
sub_000010,sub_000010,traj_002481,44,3,0.69,0,935.0,0.935,1,included,train
sub_000010,sub_000010,traj_002481,45,3,0.56,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_002481,46,1,0.57,0,505.0,0.505,1,included,train
sub_000010,sub_000010,traj_002481,47,1,0.57,0,300.0,0.3,1,included,train
sub_000010,sub_000010,traj_002481,48,3,0.55,0,743.0,0.743,1,included,train
sub_000010,sub_000010,traj_002481,49,0,0.57,0,607.0,0.607,1,included,train
sub_000010,sub_000010,traj_002481,50,2,0.4,0,352.0,0.352,1,included,train
sub_000010,sub_000010,traj_002481,51,3,0.56,0,484.0,0.484,1,included,train
sub_000010,sub_000010,traj_002481,52,1,0.46,0,259.0,0.259,1,included,train
sub_000010,sub_000010,traj_002481,53,2,0.34,0,138.0,0.138,1,included,train
sub_000010,sub_000010,traj_002481,54,0,0.5,0,11.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,55,0,0.44,0,362.0,0.362,1,included,train
sub_000010,sub_000010,traj_002481,56,0,0.49,0,260.0,0.26,1,included,train
sub_000010,sub_000010,traj_002481,57,0,0.48,0,405.0,0.405,1,included,train
sub_000010,sub_000010,traj_002481,58,3,0.44,0,435.0,0.435,1,included,train
sub_000010,sub_000010,traj_002481,59,1,0.59,0,205.0,0.205,1,included,train
sub_000010,sub_000010,traj_002481,60,1,0.57,0,446.0,0.446,1,included,train
sub_000010,sub_000010,traj_002481,61,1,0.56,0,359.0,0.359,1,included,train
sub_000010,sub_000010,traj_002481,62,1,0.54,0,487.0,0.487,1,included,train
sub_000010,sub_000010,traj_002481,63,1,0.63,0,433.0,0.433,1,included,train
sub_000010,sub_000010,traj_002481,64,1,0.58,0,109.0,0.109,1,included,train
sub_000010,sub_000010,traj_002481,65,1,0.5,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_002481,66,1,0.54,0,118.0,0.118,1,included,train
sub_000010,sub_000010,traj_002481,67,0,0.5,0,141.0,0.141,1,included,train
sub_000010,sub_000010,traj_002481,68,2,0.32,0,813.0,0.813,1,included,train
sub_000010,sub_000010,traj_002481,69,3,0.4,0,417.0,0.417,1,included,train
sub_000010,sub_000010,traj_002481,70,1,0.64,0,25.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,71,1,0.64,0,332.0,0.332,1,included,train
sub_000010,sub_000010,traj_002481,72,1,0.64,0,643.0,0.643,1,included,train
sub_000010,sub_000010,traj_002481,73,1,0.58,0,386.0,0.386,1,included,train
sub_000010,sub_000010,traj_002481,74,1,0.49,0,604.0,0.604,1,included,train
sub_000010,sub_000010,traj_002481,75,1,0.4,0,367.0,0.367,1,included,train
sub_000010,sub_000010,traj_002481,76,2,0.36,0,516.0,0.516,1,included,train
sub_000010,sub_000010,traj_002481,77,0,0.51,0,758.0,0.758,1,included,train
sub_000010,sub_000010,traj_002481,78,0,0.47,0,404.0,0.404,1,included,train
sub_000010,sub_000010,traj_002481,79,0,0.48,0,516.0,0.516,1,included,train
sub_000010,sub_000010,traj_002481,80,1,0.49,0,123.0,0.123,1,included,train
sub_000010,sub_000010,traj_002481,81,3,0.25,0,500.0,0.5,1,included,train
sub_000010,sub_000010,traj_002481,82,1,0.56,0,233.0,0.233,1,included,train
sub_000010,sub_000010,traj_002481,83,1,0.53,0,320.0,0.32,1,included,train
sub_000010,sub_000010,traj_002481,84,1,0.48,0,322.0,0.322,1,included,train
sub_000010,sub_000010,traj_002481,85,1,0.5,0,162.0,0.162,1,included,train
sub_000010,sub_000010,traj_002481,86,1,0.55,0,248.0,0.248,1,included,train
sub_000010,sub_000010,traj_002481,87,1,0.54,0,229.0,0.229,1,included,train
sub_000010,sub_000010,traj_002481,88,1,0.49,0,153.0,0.153,1,included,train
sub_000010,sub_000010,traj_002481,89,0,0.56,0,46.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,90,0,0.62,0,463.0,0.463,1,included,train
sub_000010,sub_000010,traj_002481,91,0,0.52,0,281.0,0.281,1,included,train
sub_000010,sub_000010,traj_002481,92,0,0.5,0,277.0,0.277,1,included,train
sub_000010,sub_000010,traj_002481,93,2,0.32,0,439.0,0.439,1,included,train
sub_000010,sub_000010,traj_002481,94,3,0.21,0,17.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,95,1,0.41,0,346.0,0.346,1,included,train
sub_000010,sub_000010,traj_002481,96,1,0.44,0,592.0,0.592,1,included,train
sub_000010,sub_000010,traj_002481,97,2,0.24,0,76.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,98,0,0.47,0,552.0,0.552,1,included,train
sub_000010,sub_000010,traj_002481,99,0,0.43,0,379.0,0.379,1,included,train
sub_000010,sub_000010,traj_002481,100,0,0.45,0,270.0,0.27,1,included,train
sub_000010,sub_000010,traj_002481,101,0,0.41,0,369.0,0.369,1,included,train
sub_000010,sub_000010,traj_002481,102,0,0.45,0,68.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,103,0,0.41,0,359.0,0.359,1,included,train
sub_000010,sub_000010,traj_002481,104,3,0.34,0,454.0,0.454,1,included,train
sub_000010,sub_000010,traj_002481,105,1,0.59,0,235.0,0.235,1,included,train
sub_000010,sub_000010,traj_002481,106,1,0.48,0,87.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_002481,107,1,0.54,0,631.0,0.631,1,included,train
sub_000010,sub_000010,traj_002481,108,1,0.57,0,106.0,0.106,1,included,train
sub_000010,sub_000010,traj_002481,109,1,0.57,0,660.0,0.66,1,included,train
sub_000010,sub_000010,traj_002481,110,1,0.65,0,413.0,0.413,1,included,train
sub_000010,sub_000010,traj_002481,111,1,0.59,0,434.0,0.434,1,included,train
sub_000010,sub_000010,traj_002481,112,1,0.47,0,350.0,0.35,1,included,train
sub_000010,sub_000010,traj_002481,113,1,0.54,0,481.0,0.481,1,included,train
sub_000010,sub_000010,traj_002481,114,1,0.61,0,559.0,0.559,1,included,train
sub_000010,sub_000010,traj_002481,115,1,0.59,0,438.0,0.438,1,included,train
sub_000010,sub_000010,traj_002481,116,1,0.65,0,398.0,0.398,1,included,train
sub_000010,sub_000010,traj_002481,117,1,0.59,0,426.0,0.426,1,included,train
sub_000010,sub_000010,traj_002481,118,1,0.53,0,467.0,0.467,1,included,train
sub_000010,sub_000010,traj_002481,119,1,0.57,0,319.0,0.319,1,included,train
sub_000010,sub_000010,traj_006287,0,0,0.4,1,1254.0,1.254,1,included,train
sub_000010,sub_000010,traj_006287,1,1,0.82,0,106.0,0.106,1,included,train
sub_000010,sub_000010,traj_006287,2,1,0.77,0,547.0,0.547,1,included,train
sub_000010,sub_000010,traj_006287,3,1,0.76,0,473.0,0.473,1,included,train
sub_000010,sub_000010,traj_006287,4,1,0.76,0,465.0,0.465,1,included,train
sub_000010,sub_000010,traj_006287,5,1,0.75,0,445.0,0.445,1,included,train
sub_000010,sub_000010,traj_006287,6,1,0.86,0,453.0,0.453,1,included,train
sub_000010,sub_000010,traj_006287,7,1,0.87,0,305.0,0.305,1,included,train
sub_000010,sub_000010,traj_006287,8,1,0.89,0,145.0,0.145,1,included,train
sub_000010,sub_000010,traj_006287,9,1,1.0,0,209.0,0.209,1,included,train
sub_000010,sub_000010,traj_006287,10,1,0.96,0,203.0,0.203,1,included,train
sub_000010,sub_000010,traj_006287,11,1,0.95,0,154.0,0.154,1,included,train
sub_000010,sub_000010,traj_006287,12,1,0.94,0,425.0,0.425,1,included,train
sub_000010,sub_000010,traj_006287,13,1,0.95,0,131.0,0.131,1,included,train
sub_000010,sub_000010,traj_006287,14,1,0.96,0,523.0,0.523,1,included,train
sub_000010,sub_000010,traj_006287,15,1,0.98,0,347.0,0.347,1,included,train
sub_000010,sub_000010,traj_006287,16,1,1.0,0,345.0,0.345,1,included,train
sub_000010,sub_000010,traj_006287,17,1,0.99,0,558.0,0.558,1,included,train
sub_000010,sub_000010,traj_006287,18,1,0.98,0,55.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,19,1,0.97,0,547.0,0.547,1,included,train
sub_000010,sub_000010,traj_006287,20,1,0.95,0,385.0,0.385,1,included,train
sub_000010,sub_000010,traj_006287,21,1,0.96,0,477.0,0.477,1,included,train
sub_000010,sub_000010,traj_006287,22,1,0.98,0,415.0,0.415,1,included,train
sub_000010,sub_000010,traj_006287,23,1,0.98,0,427.0,0.427,1,included,train
sub_000010,sub_000010,traj_006287,24,1,0.96,0,435.0,0.435,1,included,train
sub_000010,sub_000010,traj_006287,25,1,0.94,0,436.0,0.436,1,included,train
sub_000010,sub_000010,traj_006287,26,1,0.98,0,411.0,0.411,1,included,train
sub_000010,sub_000010,traj_006287,27,1,0.99,0,486.0,0.486,1,included,train
sub_000010,sub_000010,traj_006287,28,1,0.9,0,528.0,0.528,1,included,train
sub_000010,sub_000010,traj_006287,29,1,0.9,0,228.0,0.228,1,included,train
sub_000010,sub_000010,traj_006287,30,1,0.77,0,223.0,0.223,1,included,train
sub_000010,sub_000010,traj_006287,31,1,0.82,0,431.0,0.431,1,included,train
sub_000010,sub_000010,traj_006287,32,1,0.82,0,496.0,0.496,1,included,train
sub_000010,sub_000010,traj_006287,33,1,0.81,0,378.0,0.378,1,included,train
sub_000010,sub_000010,traj_006287,34,1,0.82,0,541.0,0.541,1,included,train
sub_000010,sub_000010,traj_006287,35,1,0.77,0,387.0,0.387,1,included,train
sub_000010,sub_000010,traj_006287,36,1,0.76,0,171.0,0.171,1,included,train
sub_000010,sub_000010,traj_006287,37,1,0.75,0,458.0,0.458,1,included,train
sub_000010,sub_000010,traj_006287,38,1,0.76,0,398.0,0.398,1,included,train
sub_000010,sub_000010,traj_006287,39,1,0.72,0,446.0,0.446,1,included,train
sub_000010,sub_000010,traj_006287,40,1,0.78,0,400.0,0.4,1,included,train
sub_000010,sub_000010,traj_006287,41,1,0.79,0,339.0,0.339,1,included,train
sub_000010,sub_000010,traj_006287,42,1,0.84,0,471.0,0.471,1,included,train
sub_000010,sub_000010,traj_006287,43,2,0.84,0,512.0,0.512,1,included,train
sub_000010,sub_000010,traj_006287,44,2,0.79,0,71.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,45,2,0.82,0,135.0,0.135,1,included,train
sub_000010,sub_000010,traj_006287,46,2,0.74,0,273.0,0.273,1,included,train
sub_000010,sub_000010,traj_006287,47,2,0.75,0,454.0,0.454,1,included,train
sub_000010,sub_000010,traj_006287,48,0,0.58,0,326.0,0.326,1,included,train
sub_000010,sub_000010,traj_006287,49,2,0.76,0,680.0,0.68,1,included,train
sub_000010,sub_000010,traj_006287,50,2,0.84,0,425.0,0.425,1,included,train
sub_000010,sub_000010,traj_006287,51,2,0.83,0,175.0,0.175,1,included,train
sub_000010,sub_000010,traj_006287,52,2,0.83,0,404.0,0.404,1,included,train
sub_000010,sub_000010,traj_006287,53,2,0.75,0,28.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,54,2,0.83,0,392.0,0.392,1,included,train
sub_000010,sub_000010,traj_006287,55,2,0.86,0,583.0,0.583,1,included,train
sub_000010,sub_000010,traj_006287,56,2,0.82,0,279.0,0.279,1,included,train
sub_000010,sub_000010,traj_006287,57,2,0.85,0,463.0,0.463,1,included,train
sub_000010,sub_000010,traj_006287,58,2,0.7,0,195.0,0.195,1,included,train
sub_000010,sub_000010,traj_006287,59,1,0.75,0,75.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,60,1,0.68,0,150.0,0.15,1,included,train
sub_000010,sub_000010,traj_006287,61,3,0.6,0,576.0,0.576,1,included,train
sub_000010,sub_000010,traj_006287,62,1,0.65,0,493.0,0.493,1,included,train
sub_000010,sub_000010,traj_006287,63,1,0.68,0,367.0,0.367,1,included,train
sub_000010,sub_000010,traj_006287,64,2,0.75,0,499.0,0.499,1,included,train
sub_000010,sub_000010,traj_006287,65,2,0.8,0,442.0,0.442,1,included,train
sub_000010,sub_000010,traj_006287,66,2,0.79,0,337.0,0.337,1,included,train
sub_000010,sub_000010,traj_006287,67,2,0.75,0,398.0,0.398,1,included,train
sub_000010,sub_000010,traj_006287,68,2,0.74,0,137.0,0.137,1,included,train
sub_000010,sub_000010,traj_006287,69,2,0.83,0,216.0,0.216,1,included,train
sub_000010,sub_000010,traj_006287,70,2,0.8,0,222.0,0.222,1,included,train
sub_000010,sub_000010,traj_006287,71,2,0.64,0,213.0,0.213,1,included,train
sub_000010,sub_000010,traj_006287,72,2,0.77,0,445.0,0.445,1,included,train
sub_000010,sub_000010,traj_006287,73,2,0.75,0,266.0,0.266,1,included,train
sub_000010,sub_000010,traj_006287,74,2,0.7,0,683.0,0.683,1,included,train
sub_000010,sub_000010,traj_006287,75,2,0.73,0,416.0,0.416,1,included,train
sub_000010,sub_000010,traj_006287,76,2,0.56,0,628.0,0.628,1,included,train
sub_000010,sub_000010,traj_006287,77,1,0.73,0,390.0,0.39,1,included,train
sub_000010,sub_000010,traj_006287,78,1,0.69,0,228.0,0.228,1,included,train
sub_000010,sub_000010,traj_006287,79,1,0.75,0,396.0,0.396,1,included,train
sub_000010,sub_000010,traj_006287,80,1,0.66,0,75.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,81,3,0.49,0,41.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,82,0,0.37,0,332.0,0.332,1,included,train
sub_000010,sub_000010,traj_006287,83,1,0.55,0,589.0,0.589,1,included,train
sub_000010,sub_000010,traj_006287,84,1,0.57,0,586.0,0.586,1,included,train
sub_000010,sub_000010,traj_006287,85,2,0.59,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_006287,86,2,0.51,0,291.0,0.291,1,included,train
sub_000010,sub_000010,traj_006287,87,1,0.58,0,563.0,0.563,1,included,train
sub_000010,sub_000010,traj_006287,88,1,0.55,0,158.0,0.158,1,included,train
sub_000010,sub_000010,traj_006287,89,1,0.5,0,76.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,90,3,0.47,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_006287,91,2,0.58,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_006287,92,2,0.62,0,431.0,0.431,1,included,train
sub_000010,sub_000010,traj_006287,93,2,0.61,0,517.0,0.517,1,included,train
sub_000010,sub_000010,traj_006287,94,2,0.51,0,502.0,0.502,1,included,train
sub_000010,sub_000010,traj_006287,95,0,0.44,0,467.0,0.467,1,included,train
sub_000010,sub_000010,traj_006287,96,1,0.5,0,166.0,0.166,1,included,train
sub_000010,sub_000010,traj_006287,97,3,0.53,0,62.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,98,1,0.54,0,511.0,0.511,1,included,train
sub_000010,sub_000010,traj_006287,99,1,0.53,0,165.0,0.165,1,included,train
sub_000010,sub_000010,traj_006287,100,1,0.49,0,283.0,0.283,1,included,train
sub_000010,sub_000010,traj_006287,101,2,0.45,0,109.0,0.109,1,included,train
sub_000010,sub_000010,traj_006287,102,0,0.55,0,316.0,0.316,1,included,train
sub_000010,sub_000010,traj_006287,103,0,0.47,0,353.0,0.353,1,included,train
sub_000010,sub_000010,traj_006287,104,1,0.52,0,215.0,0.215,1,included,train
sub_000010,sub_000010,traj_006287,105,1,0.47,0,539.0,0.539,1,included,train
sub_000010,sub_000010,traj_006287,106,3,0.66,0,77.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,107,3,0.62,0,282.0,0.282,1,included,train
sub_000010,sub_000010,traj_006287,108,3,0.56,0,272.0,0.272,1,included,train
sub_000010,sub_000010,traj_006287,109,3,0.62,0,266.0,0.266,1,included,train
sub_000010,sub_000010,traj_006287,110,3,0.64,0,108.0,0.108,1,included,train
sub_000010,sub_000010,traj_006287,111,3,0.56,0,242.0,0.242,1,included,train
sub_000010,sub_000010,traj_006287,112,3,0.66,0,186.0,0.186,1,included,train
sub_000010,sub_000010,traj_006287,113,3,0.5,0,270.0,0.27,1,included,train
sub_000010,sub_000010,traj_006287,114,3,0.59,0,278.0,0.278,1,included,train
sub_000010,sub_000010,traj_006287,115,1,0.41,0,648.0,0.648,1,included,train
sub_000010,sub_000010,traj_006287,116,0,0.49,0,497.0,0.497,1,included,train
sub_000010,sub_000010,traj_006287,117,2,0.54,0,75.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006287,118,1,0.44,0,202.0,0.202,1,included,train
sub_000010,sub_000010,traj_006287,119,3,0.56,0,547.0,0.547,1,included,train
sub_000010,sub_000010,traj_006390,0,1,0.97,1,817.0,0.817,1,included,train
sub_000010,sub_000010,traj_006390,1,1,0.99,0,1688.0,1.688,1,included,train
sub_000010,sub_000010,traj_006390,2,1,0.95,0,444.0,0.444,1,included,train
sub_000010,sub_000010,traj_006390,3,1,0.94,0,342.0,0.342,1,included,train
sub_000010,sub_000010,traj_006390,4,1,0.92,0,307.0,0.307,1,included,train
sub_000010,sub_000010,traj_006390,5,1,0.83,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_006390,6,1,0.88,0,419.0,0.419,1,included,train
sub_000010,sub_000010,traj_006390,7,1,0.87,0,127.0,0.127,1,included,train
sub_000010,sub_000010,traj_006390,8,1,0.87,0,1494.0,1.494,1,included,train
sub_000010,sub_000010,traj_006390,9,1,0.87,0,470.0,0.47,1,included,train
sub_000010,sub_000010,traj_006390,10,1,0.79,0,316.0,0.316,1,included,train
sub_000010,sub_000010,traj_006390,11,1,0.81,0,20.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006390,12,1,0.88,0,138.0,0.138,1,included,train
sub_000010,sub_000010,traj_006390,13,1,0.8,0,568.0,0.568,1,included,train
sub_000010,sub_000010,traj_006390,14,1,0.84,0,517.0,0.517,1,included,train
sub_000010,sub_000010,traj_006390,15,1,0.91,0,586.0,0.586,1,included,train
sub_000010,sub_000010,traj_006390,16,1,0.93,0,691.0,0.691,1,included,train
sub_000010,sub_000010,traj_006390,17,1,0.82,0,285.0,0.285,1,included,train
sub_000010,sub_000010,traj_006390,18,1,0.91,0,160.0,0.16,1,included,train
sub_000010,sub_000010,traj_006390,19,1,0.86,0,187.0,0.187,1,included,train
sub_000010,sub_000010,traj_006390,20,1,0.9,0,345.0,0.345,1,included,train
sub_000010,sub_000010,traj_006390,21,1,0.87,0,1129.0,1.129,1,included,train
sub_000010,sub_000010,traj_006390,22,1,0.84,0,239.0,0.239,1,included,train
sub_000010,sub_000010,traj_006390,23,1,0.78,0,443.0,0.443,1,included,train
sub_000010,sub_000010,traj_006390,24,1,0.78,0,437.0,0.437,1,included,train
sub_000010,sub_000010,traj_006390,25,1,0.8,0,377.0,0.377,1,included,train
sub_000010,sub_000010,traj_006390,26,1,0.8,0,492.0,0.492,1,included,train
sub_000010,sub_000010,traj_006390,27,1,0.82,0,377.0,0.377,1,included,train
sub_000010,sub_000010,traj_006390,28,1,0.81,0,463.0,0.463,1,included,train
sub_000010,sub_000010,traj_006390,29,1,0.82,0,362.0,0.362,1,included,train
sub_000010,sub_000010,traj_006390,30,1,0.84,0,89.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006390,31,1,0.86,0,427.0,0.427,1,included,train
sub_000010,sub_000010,traj_006390,32,1,0.84,0,146.0,0.146,1,included,train
sub_000010,sub_000010,traj_006390,33,1,0.78,0,234.0,0.234,1,included,train
sub_000010,sub_000010,traj_006390,34,1,0.91,0,220.0,0.22,1,included,train
sub_000010,sub_000010,traj_006390,35,1,0.95,0,617.0,0.617,1,included,train
sub_000010,sub_000010,traj_006390,36,1,0.86,0,293.0,0.293,1,included,train
sub_000010,sub_000010,traj_006390,37,1,0.86,0,607.0,0.607,1,included,train
sub_000010,sub_000010,traj_006390,38,1,0.94,0,419.0,0.419,1,included,train
sub_000010,sub_000010,traj_006390,39,1,0.94,0,378.0,0.378,1,included,train
sub_000010,sub_000010,traj_006390,40,1,0.91,0,264.0,0.264,1,included,train
sub_000010,sub_000010,traj_006390,41,1,0.8,0,139.0,0.139,1,included,train
sub_000010,sub_000010,traj_006390,42,1,0.88,0,296.0,0.296,1,included,train
sub_000010,sub_000010,traj_006390,43,1,0.86,0,368.0,0.368,1,included,train
sub_000010,sub_000010,traj_006390,44,1,0.92,0,167.0,0.167,1,included,train
sub_000010,sub_000010,traj_006390,45,1,0.9,0,118.0,0.118,1,included,train
sub_000010,sub_000010,traj_006390,46,1,0.85,0,392.0,0.392,1,included,train
sub_000010,sub_000010,traj_006390,47,1,0.91,0,543.0,0.543,1,included,train
sub_000010,sub_000010,traj_006390,48,1,0.87,0,298.0,0.298,1,included,train
sub_000010,sub_000010,traj_006390,49,1,0.84,0,350.0,0.35,1,included,train
sub_000010,sub_000010,traj_006390,50,1,0.85,0,520.0,0.52,1,included,train
sub_000010,sub_000010,traj_006390,51,1,0.73,0,439.0,0.439,1,included,train
sub_000010,sub_000010,traj_006390,52,2,0.45,0,172.0,0.172,1,included,train
sub_000010,sub_000010,traj_006390,53,1,0.78,0,21.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006390,54,1,0.78,0,1.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006390,55,1,0.78,0,1038.0,1.038,1,included,train
sub_000010,sub_000010,traj_006390,56,1,0.74,0,620.0,0.62,1,included,train
sub_000010,sub_000010,traj_006390,57,1,0.81,0,114.0,0.114,1,included,train
sub_000010,sub_000010,traj_006390,58,1,0.85,0,672.0,0.672,1,included,train
sub_000010,sub_000010,traj_006390,59,1,0.76,0,115.0,0.115,1,included,train
sub_000010,sub_000010,traj_006390,60,1,0.79,0,232.0,0.232,1,included,train
sub_000010,sub_000010,traj_006390,61,1,0.7,0,542.0,0.542,1,included,train
sub_000010,sub_000010,traj_006390,62,3,0.31,0,437.0,0.437,1,included,train
sub_000010,sub_000010,traj_006390,63,1,0.78,0,,1.0,0,missing,train
sub_000010,sub_000010,traj_006390,64,1,0.79,0,640.0,0.64,1,included,train
sub_000010,sub_000010,traj_006390,65,1,0.67,0,311.0,0.311,1,included,train
sub_000010,sub_000010,traj_006390,66,1,0.77,0,359.0,0.359,1,included,train
sub_000010,sub_000010,traj_006390,67,1,0.82,0,259.0,0.259,1,included,train
sub_000010,sub_000010,traj_006390,68,1,0.7,0,375.0,0.375,1,included,train
sub_000010,sub_000010,traj_006390,69,1,0.78,0,86.0,1.0,0,below_100_ms,train
sub_000010,sub_000010,traj_006390,70,1,0.86,0,361.0,0.361,1,included,train
sub_000010,sub_000010,traj_006390,71,1,0.81,0,389.0,0.389,1,included,train
sub_000010,sub_000010,traj_006390,72,1,0.79,0,224.0,0.224,1,included,train
sub_000010,sub_000010,traj_006390,73,1,0.72,0,342.0,0.342,1,included,train
sub_000010,sub_000010,traj_006390,74,1,0.69,0,401.0,0.401,1,included,train
sub_000010,sub_000010,traj_006390,75,1,0.73,0,331.0,0.331,1,included,train
sub_000010,sub_000010,traj_006390,76,1,0.72,0,344.0,0.344,1,included,train
sub_000010,sub_000010,traj_006390,77,1,0.76,0,209.0,0.209,1,included,train
sub_000010,sub_000010,traj_006390,78,1,0.67,0,216.0,0.216,1,included,train
sub_000010,sub_000010,traj_006390,79,1,0.72,0,130.0,0.13,1,included,train
sub_000010,sub_000010,traj_006390,80,1,0.79,0,375.0,0.375,1,included,train
sub_000010,sub_000010,traj_006390,81,1,0.73,0,293.0,0.293,1,included,train
sub_000010,sub_000010,traj_006390,82,1,0.87,0,308.0,0.308,1,included,train
sub_000010,sub_000010,traj_006390,83,1,0.88,0,317.0,0.317,1,included,train
sub_000010,sub_000010,traj_006390,84,1,0.83,0,400.0,0.4,1,included,train
sub_000010,sub_000010,traj_006390,85,1,0.83,0,255.0,0.255,1,included,train
sub_000010,sub_000010,traj_006390,86,1,0.87,0,158.0,0.158,1,included,train
